segment_id,video_id,audio_path,mistral_transcript,ctc_transcript,cer_agreement,wer_agreement,character_similarity,word_similarity,length_ratio,ctc_confidence,provisional_quality_score,human_label,corrected_transcript,reviewer_notes
oqG4xie0xW8,oqG4xie0xW8,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\oqG4xie0xW8.mp3,حليت عليه، هادي واحد العشرين دقيقة باش نطفي عليه البوطة، ودابا حليت. كتولي الحيمة طايبة، غادي نهزها غير باش نقشرو، كيتحل بسهولة، لأن صافي الجلدة كتكون طايبة. الكبار كتحكموا فيه نتوما بالنسبة للتقطع اللي بغيتو صغار كبار اللي بغيتو شلل في الكوكوط مزيان، هكا من الجهة ديال السليق، شوفو على الطريفات كيشهيو. الحمص مرتب ليلة قبل باش دغيا كيطيب غادي ندير الحمص والزبيب تا الزبيب راه كان عندي مرتب من قبل بصيلة غير صغيرة هكا غادي نشلضها رقيق الدريس ديال التومة، تا هو غنقطعو راه غيدوب. هادي راه قرفة بلدية على حقها وطريقها حيت كاين الزبيب غندير القرفة إلا بغيتو ديرو غير الحمص ماديروش القرفة ربطت هنايا واحد الربيطة ديال قصيبر ومعدنوس زويطة بلدية الملحة الليبزار معاه غنكثر شاد الليبزار عندي حار بارك سكين كبير خرقوم غندير غير واحد الشوية ديال التحميرة مابغيتش اللون ديالها تجي صفار نشعل عليها عافية مهيلة ونرويها إما الكافي اللي يطيبها ماشي طب هكا الحمص والزبيب والحمر هادغيا غادي يطيب لأنها déjà طايبة غير الطنجرة كتبدا تغلي غادي نشد عليها، نحسب لها هكا واحد تلاتين دقيقة ونحل عليها إن شاء الله,,,,,,,,,,,
p9s7KNt8yoI,p9s7KNt8yoI,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\p9s7KNt8yoI.mp3,donc إلا كنتي باغي دير la maintenance ديال واحد système ديالك,,,,,,,,,,,
qcDk9MoxW3A,qcDk9MoxW3A,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\qcDk9MoxW3A.mp3,علم أن أكثر الكلمات المستعملة في الدارجة المغربية هي في الأصل عربية فصيحة قحة، وتمثل العربية الفصحى أكثر من 70% من الدارجة المغربية. فمثلا قولك حيد أي مل شيئا ما حتى أمر، وقد ورد ذلك في قوله تعالى لا يحيدون أي لا يميلون. وكلمة بزاف يستعملها المغاربة بمعنى كثيرا، وأصلها في اللغة العربية بجزاف، والجزاف ما لا يعلم كيله ولا وزنه، فمعناها في الكثرة واضح جدا. فأدغم المغاربة الحرفين المتقاربين فأصبحت بزاف بزاف. وكلمة خربقة يستعملها المغاربة بمعنى أفسد الشيء، وفي لسان العرب خربق عمله إذا أفسده. الخلعة يستعملها المغاربة بمعنى الخوف والفزع، وفي لسان العرب نقول خلع قلبه أي خاف وارتعب. كلمة الصهد يستعملها المغاربة بمعنى حرارة الجو وسخونته، وفي لسان العرب نقول صهدته الشمس تصهده صهدا أي أصابته وحميت عليه. كلمة هضر ومعناها عند المغاربة تكلم، والهضرة هي الكلام، وأصلها في لسان العرب هي هضرة، والهضر هو الكلام الذي لا يعبأ به. كلمة الدراري يستعملها المغاربة بمعنى الشباب أو الأطفال أو الذرية، وفي لسان العرب الذراري هي جمع ذرية. وكلمة الطنز يستعملها المغاربة بمعنى الاستهزاء، فيقال كتنز عليا أي أنك تهزأ بي، وفي لسان العرب طنز يطنز طنزا أي كلمه باستهزاء. وفي نوادر العرب هؤلاء قوم مدنقة دناق مطنزة إذا كانوا لا خير فيهم وأنفسهم هينة عليهم. ثم كلمة الخامج وتستعمل في وصف الأطعمة والأشخاص، فالخامج هو الفاسد من كل شيء، وخمج في لسان العرب بمعنى إنتان اللحم وفساد التمر والأطعمة، وفساد الدين والخلق وسوء الثناء، ورجل مخمج الأخلاق فاسدها. خنزر فيا يستعملها المغاربة بمعنى نظر إلي نظرة لا تسرني، وجاء في تاج العروس خنزر بمعنى,,,,,,,,,,,
qiQnMqQPpWU,qiQnMqQPpWU,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\qiQnMqQPpWU.mp3,"Times a day. Yeah, so it's positive thinking, right? Exactly, yeah. Cool, I like that. And how would you say, so nobody says, I'm not really good or I'm not feeling well. Nobody says that. No, I mean, it's very rare. I think because people always push themselves to feel better. I don't know if it's just people around me in Morocco or it's the culture, but And it comes from religion usually, like the positivity and, you know, the faith, it's strong. Perfect. Yeah. Okay, let's give a short break to my brain and get to know you a little bit more. So we know each other from dancing, right? We do. What did we dance? Salsa, bachata? No, the first time we met at Latin group. Correct, yes. We met at a swing class. A swing class? We did swing. Oh, wow. Yes. That was a long time ago. I never thought I'd do swing, but I swung by the swing class. Yeah, but you also mentioned that you were doing some extra work in movies and TV shows. Yeah, I'm part of Uptown Crew. Oh yeah, cool. The collective. So we're a group of women from different backgrounds. So it's only women? Yeah, I think it's, no, it's meant to be. Yeah, and so we did a play that went on even to Fringe. Fringe, it's a festival. Cool. And yeah. Good for you. Congratulations. Thank you. It's fun. Okay, now back to learning Moroccan Arabic. How would you say thank you? Thank you. I think it's similar to all Arab countries. You say شكرا. شكرا, okay. Okay. Then, you know, there's like street talk. Like there's so many ways of saying it, but شكرا is... It's universal. How would you say in a street talk? I mean, in my generation, I'm not that old, but I know language changes in Morocco, like the street language every 10 years. But like when I was in high school, we used to say, لحفتك لحفتك لحفتك it means it's thank you but literally it means God protect you oh wow it's intense yeah but when you say it you don't think of it that way it's kind of like a quick I'm cool okay yeah it's like",,,,,,,,,,,
SkN222Bc1AE,SkN222Bc1AE,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\SkN222Bc1AE.mp3,هدا لا النعس ولا النعم فين ما نجي نحط راسي من ورا العصر نتوما تعسوا قبل العصر حنا را كنعسو من وراه ما كيخليوني لا النعس ولا النعم وكينمو فكلشي وهما بقى ليهم غير طوب الأرض ينمو فيه ما كيخليو المرا الكبيرة ولا الصغيرة لا المحمة ولا الشادة فحبل وحتى اللي كياكلو رزقها كيخليوها غير ترق وجها الكشينة وآ راك شتي مول هادو حتى أنا كيشتمو فيا صحاباتي، وهذا اللي ما ظنيتو، حتى أنا كنقول باسلات وما كيفهموش، ولكن يشتمو فيا بلي ما نقبلها. تايها لالا، تا يشتمو فيك، ومصدعين ليا راسي، أنا ما كرهتش شي نهار نخرج ليهم ونهزهم ونصصهم فالخلا، نديهم حتى لتلت الخالي، أنا بعد بلاهم على هاد البلاد، وحتى نتي بقيتي فيا، نبعد بلاهم عليك. واش تيقولوا فيا هاد الكفرات بالله؟ وأنا زعما اللي ما كنخلي حتى حاجة، ما كنديرها ليهم ونتهلى فيهم، واللي تاهت عليا شي حاجة كنوجدها لها وتقول ختي ولا مي. إيوا يا لالا، هادوك النسا تديري فيهم الخير بحال اللي كتكبى الما فالرملة. الخير عندهم ما عندو لا بات ولا أم، غير كتدخلي الكشينة وتبقي تعمر ليهم فدوك البراري ديالها لا، وكيبقاو. إيوا شتي، على زهر عندها تظاهرة، أراجلها شحال معلي فيها، واخا عاقرة ويابسة، دايرة كداك الشجرة الميتة، ما كتجيبلو لا ولاد ولا بنات. حدا ما كتقول عليك فخيتها، كتدور ليها عويشة. ويلاه، أنا شتاب عويناتي، داخلة عندك السحارة المشعوذة، وما خلات من الغجات لداك مسعود حتى ولا حال فموكي الهبيل.,,,,,,,,,,,
uMi_zQXUgjU,uMi_zQXUgjU,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\uMi_zQXUgjU.mp3,"we call casse casse or in a small Moroccan teapot like this which we call in Darija berrad berrad so if you would like it in a teapot just say this expression berrad dyal atay berrad dyal atay berrad dyal atay But if you want it in a cup, you can say casse dyal atay Moroccans are very well known of adding more sugar to the tea. So if you want your tea without sugar, you can say this expression bla sokkar bla sokkar without sugar. And if you want your tea to be less sugar, you can say na9ess sokkar na9ess sokkar Now we're gonna have a look at other drinks that you can order in the Moroccan cafes. Jus d'orange, orange juice. When it comes to orange juice, Moroccans very often use the fresh expression Jus d'orange, jus d'orange. But there is a Darija way to say it which is 3assir dyal limoun 3assir dyal limoun 3assir dyal limoun Let's look at another drink 3assir ديال banane banana juice 3assir ديال banane 3assir ديال banane or 3assir ديال avocat avocado juice 3assir ديال avocat Another drink is l7alib bechoklat hot chocolate لحليب بالشكلات لحليب stands for milk شكلات",,,,,,,,,,,
uuVRsq1bXUE,uuVRsq1bXUE,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\uuVRsq1bXUE.mp3,لعبو بالكرينطة والنية هادي فرقة عالمية كرة زوينة ومغربية الشبكة غنقطعوها لعبو بالكرينطة والنية الخفة والقتالية كرة زوينة ومغربية كاع الماتشات غنربحوها عليو الراية في السما ديما مغرب عليه راية حمرا ونجمة خضرا في ميريكان غنديرو روينة,,,,,,,,,,,
v6x_6K0OR3w,v6x_6K0OR3w,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\v6x_6K0OR3w.mp3,"This same pattern is found in amazigh. This particular word is not used in all local dialects, but there are lots of other similarly formed words, often related to occupations. Also, the reflexive in Darija directly mirrors the amazigh reflexive. أيوب شاف راسو فالمرايا. This means Ayoub saw himself in the mirror. The way himself is expressed literally means his head. In standard Arabic, this sentence would be, رأى أيوب نفسه في المرآة. In standard Arabic, a different word, nafs, is used instead of ras. One extra thing to notice here is that the standard Arabic sentence is VSO, the verb comes at the beginning, but the Darija sentence is SVO, with the subject before the verb. Now let's look at a few Moroccan Darija sentences and break them down. This sentence means, I ride the bus to school every day. كانركب الطوبيس للمدرسة كل نهار. Word for word it's, I ride the bus the school every day. In standard Arabic it would be, أنا أركب الحافلة إلى المدرسة كل يوم. First, notice that the standard Arabic sentence has a subject pronoun, while the Darija sentence doesn't. Actually, it's optional in standard Arabic as well. So, with that optional pronoun aside, notice that the first word of the sentence is different. The Moroccan word has a prefix, keh, to indicate present tense, while the standard Arabic sentence does not. Also, the standard Arabic word has the first person singular prefix, a, while the Moroccan word has, n. In standard Arabic, the prefix n would indicate first person plural. You may have also noticed that the vowel patterns of these two words are different. Next, notice this word, tobis, which comes from the French word autobus. The standard Arabic word is hafila. Both before tobis and before the next word, madrassa, we see the definite article. In standard Arabic, it's al, but in Darija, it's reduced.",,,,,,,,,,,
XjADlVNsF68,XjADlVNsF68,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\XjADlVNsF68.mp3,مع الخليج أو حنا نقول العالم العربي مع العالم المغربي لأنو حنا يعني مثلا أنا كسعودي أنا ما تأحتك في مغربي لكن أنا كسعودي ما تأحتك مع مصري ما تأحتك مع لبناني ما تأحتك مع راقي مع سوري أحتك معاهم كثير كاين في السعودية وفي الخليج أما في الإعلام أو حتى في الحقيقة لكن المغربي أو الجزائري أو التونسي بالخصوص المغربي قد نادر تحتك فيه إلا في حالات محدودة. بس المشكلة هو يفهمونا وحنا ما نفهمهم. مثل ما ذكرت، الإعلام الخليجي أو الإعلام العربي بشكل عام باستثناء المغربي موجود عندهم. فهم يستمعون لكلامنا، لكن حنا ما نستمع لكلامهم. غير أن أهل المغرب يفهمون اللغة العربية الفصيحة. وحنقول أنا طبعا ما أحب العبارة اللي يقولوا أن أهل الخليج كلامهم أشبه ناس الفصحى، لكن لأن هذه عبارة غير صحيحة، لكن حنقول أن كلامنا فيه شبه، حنقول، للهجة الفصيحة. فهذا يعني من أسبابها. لا موقف من الاحتكاك، كان كلام النص الفرنسي، هذا ليس صحيح. التأثير الفرنسي حسبوها علميا ما يزيد من 6 إلى 15% من ناحية المصطلحات. فهي عامل بدون شك، لكن ليس عامل رئيسي. وأصلا من قال حنا كلامنا ما تأثر في الفرنسي؟ حنا الخليجيين، تحديدا السعوديين، من اللي قال كلامنا ما تأثر في الفرنسي؟ واش أنت تسمي، أنت واش تسمي l'espagnol، l'espagnol هادي لغة جات من اللغة الإسبانية، من اللغة العربية بالأصل. مثلا زي المكياج، من وين جات كلمة المكياج؟ من الفرنسيين. مثلا كلمة marque من وين جات؟ جات من اللغة الفرنسية. زي كناب من وين جات؟ في اللغة الفرنسية. فعندنا حنا كلمات راه جات من اللغة الفرنسية قد ما أنا أعلمها pantoufle أصلها كلمة فرنسية حلو يا جماعة الخير فحالي أكيد عامل بدون شك لكن هي مو السبب الرئيسي يعني هي سبب,,,,,,,,,,,
Zz175rkQ7bI,Zz175rkQ7bI,C:\Users\BadrJOULALI\Downloads\mistral_darija_stt_benchmark\audio\Zz175rkQ7bI.mp3,ألو؟ أهلا وسهلا. أهلا وسهلا. إيه، إيه حنا اللي دزنا دابا، أنا اللي صايب خالد. عيانا نيت لي صايب، لا لا هو ما فيه ما يسوق وصافي. لا لا جيبو دور هنايا ورتاحو، ها حنا راجعنا حنا راجعنا مولانا. جيب، لاحظك. واش جيب؟ واخا واخا، اش كدير هنا نتا؟ الله يرحم لك الوالدين أخاليط، الله يعطيك الصحة حنا فزنقة بلا ما تفضحنا، أنا غنقول لك كلشي. كلشي أقول لك دابا. أنا غنقول لك كلشي أخويا، ما تعصبش. أنا مشيت غنشوف واحد السيدة صاحبتي. وشو غتصاحب؟ كيسكن هنا ولا ما غنعرفهاش؟ أنا غنقول لك الله يخلي ليك الحاجة فاطمة متع الصباح. شوف نتا ما شوفتي بيت خبقي لي، هاد المرة اللي كنت عندك شبنا هي. شحال أنا غنقول لك، أنا مشيت غنشوف واحد الشريفة قالوا لي عندها مع هادشي الدراري، واش نشوف؟ واش دابا نتا صافي ساليتي الطب، ساليتي التحاليل، بلوكي بلوك اش كدير؟ واش تيبغي تولدي بزز؟ خالي! واش تحمق؟ شوف شوف شوف خالك، هادي دابا خلات الطب وخلات التحاليل وما كابليناش حتى الماس، باش اللي لقاو هاد اللقجة ليا، هادي غتمشي للحبس ولا غتمشي للحبس؟ واش هاد الولاد هادو؟ واش هاد الولاد غنبقاو نلقاوهم في الحبس ولا تمشيو للحبس؟ صافي خالي صافي. هادي را تصفات ها. صافي صافي. صافي خالي. صافي خالي الله يهديك. ولا تصدع، شايف هاداك ما خليت بعدا، كل الله إلا غادي يباخد من ريك الصرف ولا شي حاجة، وتا شوف شوف ديها، كنخدع.,,,,,,,,,,,
